кластер;интент;запрос;посадочная;действие;приоритет;заметка
серии / сюжеты панелей;уникальный спрос;металлическая беседка кавказ;https://real-besedki.ru/katalog/otkrytye-besedki/b-46;моат бренда B-46 / B-36;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;беседка лазер кавказ;https://real-besedki.ru/katalog/otkrytye-besedki/b-46;моат бренда B-46 / B-36;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;качели кавказ;https://real-besedki.ru/katalog/kacheli;моат бренда B-46 / B-36;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;беседка древняя русь;https://real-besedki.ru/katalog/otkrytye-besedki/b-45;моат бренда B-45 / B-35;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;беседка с древняя русь;https://real-besedki.ru/katalog/otkrytye-besedki/b-45;моат бренда B-45 / B-35;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;металлическая беседка древняя русь;https://real-besedki.ru/katalog/otkrytye-besedki/b-45;моат бренда B-45 / B-35;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;беседка лазер древняя русь;https://real-besedki.ru/katalog/otkrytye-besedki/b-45;моат бренда B-45 / B-35;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;качели древняя русь;https://real-besedki.ru/katalog/kacheli;моат бренда B-45 / B-35;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;беседка средняя азия;https://real-besedki.ru/katalog/otkrytye-besedki/b-44;моат бренда B-44 / B-34;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;беседка с средняя азия;https://real-besedki.ru/katalog/otkrytye-besedki/b-44;моат бренда B-44 / B-34;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;металлическая беседка средняя азия;https://real-besedki.ru/katalog/otkrytye-besedki/b-44;моат бренда B-44 / B-34;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;беседка лазер средняя азия;https://real-besedki.ru/katalog/otkrytye-besedki/b-44;моат бренда B-44 / B-34;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;уникальный спрос;качели средняя азия;https://real-besedki.ru/katalog/kacheli;моат бренда B-44 / B-34;P1;конкуренты дерево так не ищут
серии / сюжеты панелей;бренд+каталог;беседка панорама;https://real-besedki.ru/katalog/besedki-s-ostekleniem;имя серии в title/H2;P1;
серии / сюжеты панелей;бренд+каталог;беседки серия панорама;https://real-besedki.ru/katalog/besedki-s-ostekleniem;имя серии в title/H2;P1;
серии / сюжеты панелей;бренд+каталог;беседки графит пулман;https://real-besedki.ru/katalog/otkrytye-besedki;имя серии в title/H2;P1;
информационные;инфо→заявка;открытая или закрытая беседка;https://real-besedki.ru/blog/besedka-otkrytaya-ili-zakrytaya-chto-luchshe;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;как выбрать беседку;https://real-besedki.ru/blog/kak-vybrat-besedku-dlya-dachi;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;как выбрать размер беседки;https://real-besedki.ru/blog/kak-opredelit-razmer-besedki;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;сколько человек в беседке 3х3;https://real-besedki.ru/blog/kak-opredelit-razmer-besedki;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;беседка дерево или металл;https://real-besedki.ru/blog/besedka-derevo-ili-metall-sravnenie;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;какая беседка лучше металлическая или деревянная;https://real-besedki.ru/blog/besedka-derevo-ili-metall-sravnenie;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;фундамент для беседки;https://real-besedki.ru/blog/fundament-dlya-besedki-kakoy-vybrat;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;беседка на сваях или фундамент;https://real-besedki.ru/blog/montazh-besedki-na-svai-ili-fundament;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;лазерная резка металла беседка;https://real-besedki.ru/blog/lazernaya-rezka-tochnost-proizvodstva-besedok;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;порошковая покраска беседки;https://real-besedki.ru/blog/pokrytie-metallicheskoy-besedki-poroshkovaya-kraska;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;пол дпк плюсы;https://real-besedki.ru/blog/dpk-poly-dlya-besedki-preimushchestva;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;шторы для беседки;https://real-besedki.ru/blog/poshiv-shtor-dlya-besedok;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;уход за металлической беседкой зимой;https://real-besedki.ru/materialy/pokrytie;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;сколько стоит монтаж беседки;https://real-besedki.ru/uslugi/montazh-besedok;статья/услуга;P1;не плодить дубли
информационные;инфо→заявка;срок изготовления беседки;https://real-besedki.ru/uslugi/besedki-pod-klyuch;статья/услуга;P1;не плодить дубли
навесы;коммерческий;навес металлический;https://real-besedki.ru/katalog/navesy;3 SKU — ассортимент, не статьи;P1;
навесы;коммерческий;навес для машины лофт;https://real-besedki.ru/katalog/navesy;3 SKU — ассортимент, не статьи;P1;
навесы;коммерческий;навес 6х3;https://real-besedki.ru/katalog/navesy;3 SKU — ассортимент, не статьи;P1;
навесы;коммерческий;навес 5х4 металлический;https://real-besedki.ru/katalog/navesy;3 SKU — ассортимент, не статьи;P1;
навесы;коммерческий;навес из металла под ключ;https://real-besedki.ru/katalog/navesy;3 SKU — ассортимент, не статьи;P1;
навесы;коммерческий;автонавес лофт;https://real-besedki.ru/katalog/navesy;3 SKU — ассортимент, не статьи;P1;
качели;коммерческий;качели беседка металлические;https://real-besedki.ru/katalog/kacheli;K-01…K-24;P1;
качели;коммерческий;садовые качели с крышей;https://real-besedki.ru/katalog/kacheli;K-01…K-24;P1;
качели;коммерческий;качели с лазерной резкой;https://real-besedki.ru/katalog/kacheli;K-01…K-24;P1;
качели;коммерческий;качели 2 местные металлические;https://real-besedki.ru/katalog/kacheli;K-01…K-24;P1;
качели;коммерческий;качели 3 местные для дачи;https://real-besedki.ru/katalog/kacheli;K-01…K-24;P1;
дыры лидера;спрос рынка без оффера;беседка с мангалом;—;не создавать URL;P0-дыра;нет SKU
дыры лидера;спрос рынка без оффера;беседка барбекю;—;не создавать URL;P0-дыра;нет SKU
дыры лидера;спрос рынка без оффера;беседка с грилем;—;не создавать URL;P0-дыра;нет SKU
дыры лидера;спрос рынка без оффера;мангальная зона беседка;—;не создавать URL;P0-дыра;нет SKU
дыры лидера;спрос рынка без оффера;шестигранная беседка металлическая;—;не создавать;P2-дыра;нет формы в каталоге
дыры лидера;спрос рынка без оффера;беседка с камином;—;не создавать;P2-дыра;нет SKU
дыры лидера;спрос рынка без оффера;беседка с отоплением;—;не врать про тёплый контур;P2-дыра;нет оффера
дыры лидера;спрос рынка без оффера;беседки оптом;—;нужна страница дилерам только если канал есть;P2-дыра;нет B2B посадочной
дыры лидера;спрос рынка без оффера;дилерам беседки;—;не плодить;P2-дыра;нет B2B
бренд;навигационный;real besedki;https://real-besedki.ru/;дешёвый трафик;P0;
бренд;навигационный;real-besedki;https://real-besedki.ru/;дешёвый трафик;P0;
бренд;навигационный;realbesedki;https://real-besedki.ru/;дешёвый трафик;P0;
бренд;навигационный;пулман беседки;https://real-besedki.ru/;дешёвый трафик;P0;
бренд;навигационный;ооо пулман беседки;https://real-besedki.ru/;дешёвый трафик;P0;
бренд;навигационный;пулман беседки москва;https://real-besedki.ru/;дешёвый трафик;P0;
минус;не наш оффер;аренда беседки;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;беседка б/у;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;беседки авито б/у;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;чертеж беседки скачать;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;беседка из поликарбоната;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;шатер беседка;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;тент беседка;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;деревянная беседка купить недорого;—;минус-слова Директ, органика не сажать;минус;
минус;не наш оффер;беседка из бруса;—;минус-слова Директ, органика не сажать;минус;
